Date,AAPL,AMT,AMZN,CAT,GOOG,JNJ,JPM,NEE,PG,XOM
2018-03-05,41.46575927734375,109.30657958984375,76.18049621582031,126.69581604003906,54.06978225708008,102.8141098022461,91.62324523925781,31.308591842651367,64.03012084960938,52.38555908203125
2018-03-06,41.43059158325195,110.96041870117188,76.88200378417969,128.9008026123047,54.274478912353516,101.57040405273438,91.7029037475586,30.9531307220459,63.814796447753906,52.32374572753906
2018-03-07,41.04600524902344,111.85527801513672,77.25,127.02278900146484,54.997100830078125,102.22000122070312,91.36050415039062,30.91071891784668,63.129005432128906,51.0050163269043
2018-03-08,41.49391174316406,114.04444122314453,77.59300231933594,128.7666015625,55.80795669555664,104.61233520507812,91.36841583251953,31.165193557739258,63.77491760253906,50.908843994140625
2018-03-09,42.206809997558594,114.71559143066406,78.94450378417969,132.67352294921875,57.495079040527344,105.99066925048828,93.99626922607422,31.26617431640625,64.03012084960938,51.2110710144043
2018-03-12,42.6148567199707,115.91402435302734,79.91950225830078,129.52955627441406,57.71613311767578,105.06383514404297,93.69367218017578,31.181352615356445,63.68719482421875,51.678096771240234
2018-03-13,42.2044563293457,116.84879302978516,79.40899658203125,128.85049438476562,56.411136627197266,106.42633819580078,92.57088470458984,31.237892150878906,63.5755729675293,51.190452575683594
2018-03-14,41.84568405151367,117.01658630371094,79.55000305175781,127.88632202148438,56.97219467163086,104.81824493408203,91.53565979003906,31.912456512451172,63.001365661621094,50.55169677734375
2018-03-15,41.89491653442383,117.16841888427734,79.11599731445312,129.5883026123047,56.97665023803711,105.40447998046875,91.76661682128906,31.938709259033203,62.738189697265625,51.11490249633789
2018-03-16,41.747196197509766,117.08851623535156,78.58399963378906,131.17279052734375,56.29020690917969,105.89558410644531,91.92584991455078,32.524417877197266,62.97745132446289,51.595699310302734
2018-03-19,41.109310150146484,115.94597625732422,77.24649810791016,127.55937957763672,54.510398864746094,103.17059326171875,91.20122528076172,32.300228118896484,62.73023223876953,50.92945098876953
2018-03-20,41.09526062011719,116.8967514038086,79.32550048828125,129.16067504882812,54.405826568603516,103.93896484375,91.28882598876953,32.39918518066406,62.45109176635742,50.819549560546875
2018-03-21,40.164249420166016,113.71684265136719,79.09300231933594,130.61944580078125,54.06731033325195,103.92312622070312,91.36841583251953,32.33051300048828,61.43830108642578,51.540740966796875
2018-03-22,39.596736907958984,114.26013946533203,77.24600219726562,123.15788269042969,51.99557113647461,100.90501403808594,87.55413818359375,32.69609069824219,60.93589401245117,50.483009338378906
2018-03-23,38.6798095703125,113.66893768310547,74.77799987792969,120.9697036743164,50.63208770751953,99.09886932373047,85.21298217773438,32.21137237548828,60.53715515136719,50.06403350830078
2018-03-26,40.516021728515625,116.01787567138672,77.79299926757812,125.07780456542969,52.20027160644531,100.91295623779297,87.84080505371094,32.603179931640625,60.93589401245117,50.82643508911133
2018-03-27,39.477134704589844,115.41864776611328,74.85250091552734,123.23336029052734,49.81578826904297,100.77034759521484,86.13670349121094,32.83746337890625,62.03642654418945,50.620361328125
2018-03-28,39.04095458984375,115.29084777832031,71.57099914550781,121.69911193847656,49.78902816772461,100.9604721069336,86.00130462646484,32.7728271484375,62.87375259399414,50.009090423583984
2018-03-29,39.34580993652344,116.12174987792969,72.36699676513672,123.56028747558594,51.13862228393555,101.51496124267578,87.5700454711914,32.986900329589844,63.22465133666992,51.24541473388672
2018-04-02,39.08785629272461,114.91532897949219,68.59950256347656,120.63436126708984,49.883689880371094,98.6711196899414,85.88186645507812,32.79302215576172,61.72541427612305,50.29068374633789
2018-04-03,39.48885726928711,112.98978424072266,69.60250091552734,121.61531829833984,50.227657318115234,101.67340087890625,87.06043243408203,32.718299865722656,62.57069778442383,51.52701187133789
2018-04-04,40.24397659301758,114.2921371459961,70.52850341796875,121.7158432006836,50.80903244018555,103.30526733398438,88.38227844238281,32.78494644165039,63.041236877441406,51.423988342285156
2018-04-05,40.52305221557617,115.11507415771484,72.5875015258789,124.1891098022461,50.94136047363281,103.54288482666016,89.54280090332031,33.12221908569336,62.84185028076172,52.2138557434082
2018-04-06,39.486515045166016,113.58102416992188,70.2614974975586,119.87980651855469,49.91194152832031,101.4753646850586,87.309814453125,32.86977005004883,62.54682540893555,51.423988342285156
2018-04-09,39.878143310546875,114.40398406982422,70.30400085449219,119.955322265625,50.32876205444336,102.56852722167969,88.3582992553711,32.74456024169922,62.33149719238281,51.423988342285156
2018-04-10,40.62857437133789,110.35595703125,71.81099700927734,124.15557861328125,51.131187438964844,103.17849731445312,90.04703521728516,32.67790603637695,62.49895095825195,52.93504333496094
2018-04-11,40.438621520996094,112.37999725341797,71.35250091552734,123.06566619873047,50.55279541015625,102.68736267089844,88.53435516357422,32.524417877197266,62.419193267822266,53.182308197021484
2018-04-12,40.8372917175293,111.14310455322266,72.42500305175781,125.87417602539062,51.17430877685547,103.32109069824219,90.73531341552734,32.126556396484375,62.03642654418945,53.03805923461914
2018-04-13,40.97565460205078,111.56075286865234,71.53949737548828,125.94971466064453,51.01372528076172,103.47156524658203,88.27825164794922,32.358795166015625,62.49895095825195,53.46390914916992
2018-04-16,41.231258392333984,111.25553131103516,72.07499694824219,127.55101776123047,51.44541931152344,104.3746566772461,88.20622253417969,32.74253845214844,62.690345764160156,53.944705963134766
2018-04-17,41.79877471923828,113.26348876953125,75.19149780273438,128.53192138671875,53.23860549926758,103.40823364257812,88.20622253417969,32.96470260620117,62.54682540893555,53.800472259521484
